Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,20,475,9500,2850,In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,35,475,16625,4988,In-store
West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,475,16625,4988,In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,35,475,16625,6650,In-store
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,65,475,30875,12350,In-store
Foot Locker,1185732,2/22/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,35,475,16625,6650,In-store
Foot Locker,1185732,10/15/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,60,475,28500,9975,In-store
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,35,475,16625,5819,In-store
Kohl's,1185732,4/7/2021,Northeast,New Jersey,Newark,Men's Street Footwear,35,475,16625,5819,In-store
Kohl's,1185732,9/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,50,475,23750,8313,In-store
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,60,475,28500,9975,In-store
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,35,475,16625,5819,In-store
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Street Footwear,65,475,30875,13894,In-store
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,70,475,33250,11638,In-store
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,70,475,33250,13300,Outlet
Foot Locker,1185732,11/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,470,28200,14100,Outlet
Amazon,1185732,10/24/2021,Northeast,Maine,Portland,Men's Street Footwear,40,470,18800,6580,Outlet
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,20,470,9400,2820,In-store
West Gear,1185732,3/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20,470,9400,2820,In-store
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,50,470,23500,9400,In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50,470,23500,8225,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,40,470,18800,5640,In-store
Kohl's,1189833,3/17/2021,West,California,Los Angeles,Men's Apparel,50,450,22500,12375,Outlet
Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,50,450,22500,12375,Outlet
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,450,22500,9000,Outlet
Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,35,450,15750,7875,Outlet
Sports Direct,1197831,9/8/2021,South,Texas,Dallas,Men's Apparel,50,450,22500,6750,Outlet
Sports Direct,1197831,10/1/2021,South,Texas,Dallas,Women's Athletic Footwear,60,450,27000,13500,Outlet
Sports Direct,1197831,10/2/2021,South,Texas,Dallas,Men's Apparel,55,450,24750,8663,Outlet
Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50,450,22500,11250,Outlet
West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35,450,15750,6300,Outlet
West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45,450,20250,5063,Outlet
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,450,20250,8100,Outlet
West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,80,450,36000,9000,Outlet
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,450,27000,9450,In-store
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,450,27000,9450,In-store
West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Women's Apparel,75,450,33750,5063,In-store
West Gear,1128299,4/17/2020,West,Colorado,Denver,Women's Athletic Footwear,65,450,29250,13163,In-store
West Gear,1128299,5/4/2020,West,Colorado,Denver,Women's Street Footwear,65,450,29250,11700,In-store
West Gear,1128299,5/26/2020,West,Colorado,Denver,Men's Street Footwear,40,450,18000,5400,In-store
West Gear,1128299,5/27/2020,West,Colorado,Denver,Men's Athletic Footwear,50,450,22500,5625,In-store
West Gear,1128299,5/28/2020,West,Colorado,Denver,Women's Street Footwear,50,450,22500,5625,In-store
West Gear,1128299,6/2/2020,West,Washington,Seattle,Men's Athletic Footwear,50,450,22500,5625,In-store
West Gear,1128299,6/3/2020,West,Washington,Seattle,Women's Street Footwear,50,450,22500,5625,In-store
West Gear,1128299,7/15/2020,West,Washington,Seattle,Women's Street Footwear,70,450,31500,7875,In-store
West Gear,1128299,7/18/2020,West,Washington,Seattle,Women's Apparel,65,450,29250,5850,In-store
West Gear,1128299,7/28/2020,West,Washington,Seattle,Women's Athletic Footwear,70,450,31500,9450,In-store
Foot Locker,1185732,10/17/2020,Southeast,Florida,Miami,Men's Street Footwear,35,450,15750,5513,In-store
Foot Locker,1185732,12/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,450,20250,7088,Outlet
Kohl's,1189833,1/5/2021,Midwest,Montana,Billings,Women's Street Footwear,45,450,20250,9113,Outlet
Kohl's,1189833,2/5/2021,Midwest,Montana,Billings,Women's Athletic Footwear,40,450,18000,7200,Outlet
Kohl's,1189833,2/16/2021,Midwest,Montana,Billings,Women's Street Footwear,45,450,20250,9113,Outlet
Kohl's,1189833,2/19/2021,Midwest,Montana,Billings,Women's Apparel,60,450,27000,6750,Outlet
Sports Direct,1197831,3/18/2021,South,Tennessee,Knoxville,Women's Street Footwear,35,450,15750,5513,Outlet
Sports Direct,1197831,5/13/2021,South,Tennessee,Knoxville,Men's Apparel,55,450,24750,9900,Outlet
Foot Locker,1185732,7/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,50,450,22500,9000,Outlet
Sports Direct,1197831,8/12/2021,South,Alabama,Birmingham,Women's Apparel,35,450,15750,8663,Outlet
Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,30,450,13500,6075,Outlet
Sports Direct,1197831,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45,450,20250,12150,Outlet
Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40,450,18000,6300,Outlet
Amazon,1185732,10/30/2021,Northeast,Maine,Portland,Men's Street Footwear,40,450,18000,6300,Outlet
Amazon,1185732,12/27/2021,Northeast,Maine,Portland,Men's Street Footwear,55,450,24750,8663,Outlet
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Apparel,70,450,31500,9450,Outlet
Amazon,1185732,10/22/2021,West,Alaska,Anchorage,Men's Street Footwear,70,450,31500,11025,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Apparel,95,450,42750,8550,In-store
West Gear,1185732,4/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,40,450,18000,5400,In-store
Kohl's,1185732,1/14/2021,Northeast,New York,Albany,Women's Athletic Footwear,35,450,15750,5513,In-store
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Men's Apparel,50,450,22500,6750,In-store
Kohl's,1185732,5/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,450,18000,6300,In-store
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,30,450,13500,4725,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Street Footwear,50,450,22500,7875,In-store
Foot Locker,1128299,9/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,450,24750,8663,In-store
Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,55,450,24750,8663,In-store
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Apparel,45,450,20250,8100,In-store
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,450,15750,6300,In-store
Sports Direct,1185732,2/17/2021,Midwest,Michigan,Detroit,Men's Apparel,45,450,20250,8100,In-store
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,35,450,15750,6300,In-store
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,30,450,13500,4050,In-store
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,45,450,20250,7088,In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Men's Apparel,60,450,27000,10800,In-store
Foot Locker,1185732,12/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,450,15750,5513,In-store
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,50,450,22500,11250,In-store
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's Apparel,25,450,11250,5625,In-store
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,30,450,13500,4725,In-store
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,450,11250,3938,In-store
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Apparel,45,450,20250,10125,In-store
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,30,450,13500,4725,In-store
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Men's Street Footwear,30,450,13500,4725,In-store
West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Street Footwear,50,450,22500,7875,In-store
West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Athletic Footwear,55,450,24750,8663,In-store
West Gear,1128299,11/24/2021,West,Oregon,Portland,Women's Athletic Footwear,55,450,24750,8663,In-store
West Gear,1128299,1/17/2021,West,Oregon,Portland,Women's Apparel,45,450,20250,7088,In-store
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Apparel,95,450,42750,19238,Online
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Women's Apparel,35,450,15750,7088,Online
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Women's Street Footwear,30,450,13500,4725,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Apparel,55,450,24750,7425,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Athletic Footwear,60,450,27000,13500,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Street Footwear,55,450,24750,8663,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Apparel,60,450,27000,6750,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,27000,9450,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,450,24750,8663,Online
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Apparel,75,450,33750,8438,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,27000,9450,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,450,13500,5400,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,40,450,18000,7200,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,40,450,18000,6300,Online
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Apparel,40,450,18000,4500,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,450,24750,9900,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,65,450,29250,10238,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,45,450,20250,7088,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,60,450,27000,6750,Online
Amazon,1185732,2/11/2021,Midwest,Ohio,Columbus,Men's Apparel,45,450,20250,7088,Online
Amazon,1185732,3/9/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,450,13500,4725,Online
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Men's Apparel,50,450,22500,7875,Online
Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,450,11250,4500,Online
Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Men's Apparel,35,450,15750,5513,Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,55,450,24750,9900,Online
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,40,450,18000,6300,Online
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Athletic Footwear,45,450,20250,8100,Online
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Apparel,60,450,27000,9450,Online
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's Apparel,50,450,22500,7875,Online
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Women's Athletic Footwear,60,450,27000,10800,Online
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Men's Athletic Footwear,25,450,11250,3938,Online
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Women's Apparel,25,450,11250,4500,Online
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,45,450,20250,8100,Online
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Women's Street Footwear,50,450,22500,9000,Online
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,40,450,18000,6300,Online
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Women's Apparel,75,450,33750,13500,Online
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,60,450,27000,10800,Online
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,50,450,22500,7875,Online
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,55,450,24750,8663,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Women's Apparel,60,450,27000,9450,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Apparel,55,450,24750,8663,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,25,450,11250,3938,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40,450,18000,6300,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30,450,13500,4725,Online
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30,450,13500,4050,In-store
West Gear,1185732,1/3/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,30,450,13500,4050,In-store
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,45,450,20250,8100,In-store
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,55,450,24750,9900,In-store
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,70,450,31500,12600,In-store
Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,60,450,27000,10800,In-store
Foot Locker,1185732,6/15/2021,Northeast,Delaware,Wilmington,Women's Apparel,60,450,27000,10800,In-store
Kohl's,1185732,11/14/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,65,450,29250,10238,In-store
Kohl's,1185732,7/6/2021,Northeast,New Jersey,Newark,Women's Apparel,55,450,24750,9900,In-store
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,60,450,27000,10800,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,40,450,18000,5400,In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,40,450,18000,5400,In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,55,450,24750,7425,In-store
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Apparel,65,450,29250,11700,In-store
West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,70,450,31500,14175,In-store
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60,450,27000,10800,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,75,450,33750,13500,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,80,450,36000,12600,Outlet
Foot Locker,1185732,11/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50,445,22250,12238,Outlet
Foot Locker,1185732,10/29/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,445,17800,6230,In-store
Foot Locker,1185732,11/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,445,22250,7788,In-store
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,45,445,20025,6008,In-store
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Women's Street Footwear,35,445,15575,6230,Online
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,35,445,15575,6230,In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,35,445,15575,5451,In-store
Kohl's,1189833,3/23/2021,West,California,Los Angeles,Men's Apparel,50,425,21250,11688,Outlet
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,50,425,21250,11688,Outlet
Foot Locker,1185732,7/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,25500,10200,Outlet
Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,35,425,14875,5950,Outlet
Sports Direct,1197831,9/1/2021,South,Texas,Dallas,Women's Athletic Footwear,30,425,12750,5738,Outlet
Sports Direct,1197831,10/7/2021,South,Texas,Dallas,Women's Athletic Footwear,45,425,19125,9563,Outlet
Foot Locker,1185732,10/22/2021,South,Texas,Dallas,Men's Street Footwear,45,425,19125,10519,Outlet
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,45,425,19125,4781,Outlet
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,45,425,19125,7650,Outlet
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60,425,25500,10200,Outlet
West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Women's Street Footwear,60,425,25500,8925,In-store
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,30,425,12750,4463,In-store
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,40,425,17000,3400,In-store
West Gear,1128299,3/17/2020,West,Nevada,Las Vegas,Women's Street Footwear,40,425,17000,5950,In-store
West Gear,1128299,3/22/2020,West,Colorado,Denver,Men's Athletic Footwear,40,425,17000,3400,In-store
West Gear,1128299,3/23/2020,West,Colorado,Denver,Women's Street Footwear,40,425,17000,5950,In-store
West Gear,1128299,5/7/2020,West,Colorado,Denver,Women's Apparel,70,425,29750,5950,In-store
West Gear,1128299,5/16/2020,West,Colorado,Denver,Women's Street Footwear,55,425,23375,9350,In-store
West Gear,1128299,5/24/2020,West,Colorado,Denver,Men's Apparel,75,425,31875,17531,In-store
West Gear,1128299,6/6/2020,West,Washington,Seattle,Women's Apparel,50,425,21250,4250,In-store
West Gear,1128299,6/8/2020,West,Washington,Seattle,Men's Athletic Footwear,60,425,25500,6375,In-store
West Gear,1128299,6/9/2020,West,Washington,Seattle,Women's Street Footwear,65,425,27625,6906,In-store
West Gear,1128299,7/17/2020,West,Washington,Seattle,Men's Apparel,80,425,34000,8500,In-store
West Gear,1128299,7/29/2020,West,Washington,Seattle,Men's Apparel,90,425,38250,9563,In-store
Foot Locker,1185732,11/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,425,19125,6694,Outlet
Kohl's,1189833,1/4/2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,19125,5738,Outlet
Kohl's,1189833,1/8/2021,Midwest,Montana,Billings,Women's Apparel,45,425,19125,4781,Outlet
Kohl's,1189833,1/10/2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,19125,5738,Outlet
Kohl's,1189833,1/11/2021,Midwest,Montana,Billings,Women's Street Footwear,45,425,19125,8606,Outlet
Kohl's,1189833,1/22/2021,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,19125,5738,Outlet
Kohl's,1189833,1/23/2021,Midwest,Montana,Billings,Women's Street Footwear,45,425,19125,8606,Outlet
